# Generated by tmod.input prcp_voronoi=prcp_stations_voronoi_watershed evap_voronoi=evap_stations_voronoi_watershed start_date=2010-01-01 end_date=2020-12-31 output=input.txt
# dt [h]: Time step
24

################################################################################
# R [m/dt]:  Rainfall
# Ep [m/dt]: Potential evapotranspiration

# R Ep
0.000000	.00082
0.000470	.00090
0.020712	.00018
0.060165	.00024
0.008305	.00087
0.000000	.00109
0.000000	.00114
0.000000	.00107
0.000000	.00135
0.000000	.00127
0.000000	.00092
0.007798	.00064
0.002825	.00018
0.000992	.00102
0.000171	.00019
0.000000	.00100
0.000000	.00092
0.000000	.00132
0.000000	.00129
0.000000	.00133
0.000000	.00152
0.000000	.00118
0.005870	0
0.021976	.00145
0.000124	.00128
0.000750	.00115
0.000072	.00138
0.000324	.00115
0.000000	.00146
0.000000	.00152
0.000000	.00120
0.000000	.00128
0.042124	.00163
0.000000	.00134
0.000000	.00117
0.000000	.00165
0.000000	.00116
0.000000	.00179
0.000000	.00187
0.001190	.00044
0.006940	.00095
0.000000	.00149
0.000000	.00159
0.000000	.00158
0.000000	.00209
0.000000	.00175
0.000000	.00113
0.030584	.00097
0.000019	.00125
0.000203	.00139
0.000000	.00152
0.000933	.00169
0.013574	.00093
0.001742	.00086
0.008094	.00043
0.000863	.00043
0.015434	.00078
0.000000	.00161
0.000000	.00121
0.000317	.00044
0.000911	.00260
0.000349	.00012
0.005616	.00169
0.008843	.00017
0.001549	.00211
0.000000	.00226
0.000000	.00262
0.000109	.00266
0.002828	.00302
0.000607	.00305
0.000899	.00196
0.001935	.00033
0.013800	.00158
0.005400	.00280
0.000000	.00302
0.000000	.00338
0.000000	.00232
0.003464	.00010
0.016565	.00313
0.000102	.00268
0.000378	.00038
0.005985	.00192
0.000000	.00299
0.000316	.00036
0.000768	.00297
0.002532	.00273
0.000020	.00259
0.000000	.00285
0.008690	.00261
0.002102	.00370
0.000861	.00340
0.000000	.00147
0.007983	.00413
0.009425	.00423
0.000000	.00361
0.000036	.00220
0.033378	.00378
0.000468	.00436
0.000000	.00506
0.000019	.00307
0.004615	.00413
0.000000	.00254
0.001645	.00156
0.026953	.00429
0.004187	.00042
0.010067	.00317
0.004414	.00209
0.005418	.00422
0.011243	.00077
0.044641	.00286
0.013108	.00398
0.000147	.00477
0.002615	.00408
0.000072	.00443
0.007499	.00247
0.005011	.00470
0.000000	.00359
0.000000	.00432
0.001339	.00103
0.002252	.00484
0.001608	.00410
0.000000	.00464
0.000000	.00422
0.000000	.00416
0.000000	.00514
0.000000	.00498
0.000000	.00466
0.000054	.00566
0.010609	.00543
0.000000	.00447
0.000621	.00548
0.000502	.00466
0.000028	.00520
