# Generated by tmod.input prcp_voronoi=prcp_stations_voronoi_watershed evap_voronoi=evap_stations_voronoi_watershed start_date=2010-01-01 end_date=2020-12-31 output=input.txt
# dt [h]: Time step
24

################################################################################
# R [m/dt]:  Rainfall
# Ep [m/dt]: Potential evapotranspiration

# R Ep
0.002904	.00091
0.000000	.00118
0.000000	.00111
0.000000	.00110
0.000000	.00114
0.000000	.00128
0.000000	.00116
0.001304	.00085
0.000000	.00097
0.000000	.00061
0.000000	.00119
0.000000	.00127
0.000000	.00081
0.000000	.00095
0.000000	.00109
0.000000	.00056
0.048341	.00052
0.004742	.00128
0.000000	.00151
0.000000	.00127
0.005070	0
0.014569	.00137
0.000020	.00023
0.011187	.00040
0.055242	.00173
0.000000	.00151
0.000001	.00100
0.000000	.00186
0.000000	.00045
0.015301	.00028
0.001228	.00127
0.000000	.00123
0.009602	.00099
0.002348	.00098
0.007922	.00005
0.047566	.00025
0.028536	.00115
0.000445	.00078
0.000000	.00133
0.000072	.00006
0.007370	.00138
0.000000	.00147
0.000000	.00045
0.022551	.00052
0.000000	.00049
0.008604	.00052
0.000224	.00133
0.000000	.00180
0.000000	.00171
0.000000	.00166
0.000000	.00164
0.000000	.00193
0.011980	.00030
0.000198	.00209
0.000000	.00022
0.000003	.00175
0.000000	.00229
0.000000	.00211
0.000000	.00219
0.000000	.00190
0.004297	.00028
0.016215	.00155
0.000000	.00194
0.000000	.00214
0.000000	.00231
0.000000	.00200
0.000072	.00274
0.000000	.00301
0.000056	.00043
0.015303	.00019
0.012840	.00090
0.014656	.00212
0.007187	.00137
0.000651	.00222
0.000072	.00190
0.000000	.00084
0.000354	.00287
0.000072	.00285
0.000000	.00332
0.000339	.00013
0.015869	.00135
0.001155	.00274
0.000000	.00300
0.000000	.00013
0.004439	.00274
0.000000	.00275
0.001200	.00070
0.012698	.00276
0.000000	.00336
0.000000	.00343
0.000000	.00383
0.000000	.00400
0.000000	.00373
0.000000	.00384
0.000000	.00460
0.000000	.00484
0.000000	.00405
0.000000	.00046
0.020862	.00334
0.000000	.00388
0.000000	.00368
0.000000	.00466
0.000000	.00444
0.000000	.00467
0.000000	.00423
0.000000	.00470
0.000000	.00505
0.000000	.00444
0.000000	.00378
0.000102	.00056
0.005778	.00421
0.000072	.00488
0.000000	.00477
0.008726	.00110
0.066839	.00462
0.000120	.00347
0.000514	.00312
0.001134	.00425
0.000000	.00426
0.000000	.00495
0.000323	.00193
0.001232	.00339
0.026136	.00067
0.014071	.00470
0.000072	.00556
0.000000	.00538
0.000000	.00596
0.000000	.00424
0.000000	.00480
0.000079	.00263
0.010212	.00151
0.000745	.00332
0.001161	.00337
0.000007	.00497
0.000240	.00589
0.017962	.00492
0.005659	.00255
0.000072	.00438
0.000000	.00535
0.000033	.00525
0.000611	.00306
0.004064	.00466
0.000003	.00598
0.000072	.00545
0.000754	.00536
0.000229	.00419
0.000000	.00619
0.002439	.00341
0.011167	.00539
0.004068	.00424
0.017146	.00425
0.039738	.00513
0.003520	.00542
0.017360	.00547
0.000034	.00458
0.002769	.00576
0.006146	.00527
